date,/m/02f84_
2020-07-14,5.0
2020-07-15,14.0
2020-07-16,5.0
2020-07-17,0.0
2020-07-18,12.0
2020-07-19,0.0
2020-07-20,5.0
2020-07-21,0.0
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,10.0
2020-07-25,0.0
2020-07-26,0.0
2020-07-27,14.0
2020-07-28,5.0
2020-07-29,5.0
2020-07-30,5.0
2020-07-31,5.0
2020-08-01,18.0
2020-08-02,5.0
2020-08-03,9.0
2020-08-04,10.0
2020-08-05,10.0
2020-08-06,10.0
2020-08-07,0.0
2020-08-08,6.0
2020-08-09,0.0
2020-08-10,10.0
2020-08-11,0.0
2020-08-12,0.0
2020-08-13,5.0
2020-08-14,5.0
2020-08-15,11.0
2020-08-16,0.0
2020-08-17,9.0
2020-08-18,10.0
2020-08-19,5.0
2020-08-20,5.0
2020-08-21,5.0
2020-08-22,0.0
2020-08-23,5.0
2020-08-24,5.0
2020-08-25,10.0
2020-08-26,10.0
2020-08-27,5.0
2020-08-28,15.0
2020-08-29,6.0
2020-08-30,5.0
2020-08-31,9.0
2020-09-01,5.0
2020-09-02,0.0
2020-09-03,10.0
2020-09-04,10.0
2020-09-05,0.0
2020-09-06,5.0
2020-09-07,0.0
2020-09-08,19.0
2020-09-09,5.0
2020-09-10,15.0
2020-09-11,5.0
2020-09-12,6.0
2020-09-13,0.0
2020-09-14,14.0
2020-09-15,5.0
2020-09-16,0.0
2020-09-17,10.0
2020-09-18,10.0
2020-09-19,0.0
2020-09-20,6.0
2020-09-21,5.0
2020-09-22,5.0
2020-09-23,10.0
2020-09-24,10.0
2020-09-25,15.0
2020-09-26,0.0
2020-09-27,0.0
2020-09-28,5.0
2020-09-29,0.0
2020-09-30,5.0
2020-10-01,0.0
2020-10-02,5.0
2020-10-03,5.0
2020-10-04,5.0
2020-10-05,5.0
2020-10-06,5.0
2020-10-07,14.0
2020-10-08,14.0
2020-10-09,21.0
2020-10-10,0.0
2020-10-11,11.0
2020-10-12,5.0
2020-10-13,5.0
2020-10-14,5.0
2020-10-15,0.0
2020-10-16,5.0
2020-10-17,0.0
2020-10-18,6.0
2020-10-19,10.0
2020-10-20,0.0
2020-10-21,5.0
2020-10-22,10.0
2020-10-23,10.0
2020-10-24,6.0
2020-10-25,5.0
2020-10-26,9.0
2020-10-27,14.0
2020-10-28,0.0
2020-10-29,15.139203531540206
2020-10-30,10.358402416316983
2020-10-31,11.68640272610121
2020-11-01,0.0
2020-11-02,9.82720229240329
2020-11-03,0.0
2020-11-04,4.249600991309531
2020-11-05,4.249600991309531
2020-11-06,0.0
2020-11-07,10.358402416316983
2020-11-08,0.0
2020-11-09,0.0
2020-11-10,4.780801115223223
2020-11-11,14.608003407626514
2020-11-12,0.0
2020-11-13,10.624002478273828
2020-11-14,0.0
2020-11-15,5.57760130109376
2020-11-16,0.0
2020-11-17,4.780801115223223
2020-11-18,0.0
2020-11-19,9.82720229240329
2020-11-20,0.0
2020-11-21,16.998403965238126
2020-11-22,10.889602540230674
2020-11-23,0.0
2020-11-24,14.342403345669668
2020-11-25,0.0
2020-11-26,9.82720229240329
2020-11-27,5.046401177180068
2020-11-28,5.843201363050605
2020-11-29,0.0
2020-11-30,4.780801115223223
2020-12-01,4.780801115223223
2020-12-02,9.82720229240329
2020-12-03,9.82720229240329
2020-12-04,10.358402416316983
2020-12-05,5.843201363050605
2020-12-06,26.560006195684572
2020-12-07,4.780801115223223
2020-12-08,0.0
2020-12-09,4.780801115223223
2020-12-10,9.82720229240329
2020-12-11,0.0
2020-12-12,5.312001239136914
2020-12-13,0.0
2020-12-14,4.780801115223223
2020-12-15,4.780801115223223
2020-12-16,14.608003407626514
2020-12-17,9.82720229240329
2020-12-18,0.0
2020-12-19,5.843201363050605
2020-12-20,11.15520260218752
2020-12-21,5.312001239136914
2020-12-22,10.624002478273828
2020-12-23,5.57760130109376
2020-12-24,6.905601610877989
2020-12-25,0.0
2020-12-26,6.108801425007451
2020-12-27,0.0
2020-12-28,5.312001239136914
2020-12-29,20.98240489459081
2020-12-30,10.889602540230674
2020-12-31,6.108801425007451
2021-01-01,6.108801425007451
2021-01-02,0.0
2021-01-03,0.0
2021-01-04,4.780801115223223
2021-01-05,4.515201053266377
2021-01-06,14.608003407626514
2021-01-07,0.0
2021-01-08,4.780801115223223
2021-01-09,0.0
2021-01-10,0.0
2021-01-11,0.0
2021-01-12,0.0
2021-01-13,4.515201053266377
2021-01-14,4.780801115223223
2021-01-15,9.561602230446447
2021-01-16,16.467203841324434
2021-01-17,0.0
2021-01-18,0.0
2021-01-19,4.249600991309531
2021-01-20,22.576005266331887
2021-01-21,9.2960021684896
2021-01-22,9.561602230446447
2021-01-23,0.0
2021-01-24,0.0
2021-01-25,4.515201053266377
2021-01-26,13.545603159799132
2021-01-27,0.0
2021-01-28,9.030402106532755
2021-01-29,0.0
2021-01-30,10.889602540230674
2021-01-31,5.312001239136914
2021-02-01,0.0
2021-02-02,0.0
2021-02-03,0.0
2021-02-04,0.0
2021-02-05,4.780801115223223
2021-02-06,0.0
2021-02-07,0.0
2021-02-08,9.2960021684896
2021-02-09,4.780801115223223
2021-02-10,0.0
2021-02-11,4.780801115223223
2021-02-12,0.0
2021-02-13,0.0
2021-02-14,0.0
2021-02-15,18.326404275022355
2021-02-16,0.0
2021-02-17,4.780801115223223
2021-02-18,0.0
2021-02-19,0.0
2021-02-20,0.0
2021-02-21,0.0
2021-02-22,0.0
2021-02-23,19.123204460892893
2021-02-24,4.780801115223223
2021-02-25,9.82720229240329
2021-02-26,0.0
2021-02-27,0.0
2021-02-28,0.0
2021-03-01,4.780801115223223
2021-03-02,4.780801115223223
2021-03-03,9.561602230446447
2021-03-04,13.811203221755978
2021-03-05,0.0
2021-03-06,11.15520260218752
2021-03-07,5.312001239136914
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,9.2960021684896
2021-03-11,9.2960021684896
2021-03-12,4.780801115223223
2021-03-13,0.0
2021-03-14,9.82720229240329
2021-03-15,3.71840086739584
2021-03-16,8.499201982619063
2021-03-17,0.0
2021-03-18,9.561602230446447
2021-03-19,4.780801115223223
2021-03-20,0.0
2021-03-21,20.716804832633965
2021-03-22,0.0
2021-03-23,4.515201053266377
2021-03-24,9.82720229240329
2021-03-25,0.0
2021-03-26,0.0
2021-03-27,0.0
2021-03-28,5.57760130109376
2021-03-29,0.0
2021-03-30,5.312001239136914
2021-03-31,0.0
2021-04-01,10.889602540230674
2021-04-02,5.57760130109376
2021-04-03,0.0
2021-04-04,0.0
2021-04-05,0.0
2021-04-06,9.2960021684896
2021-04-07,23.37280545220242
2021-04-08,0.0
2021-04-09,5.046401177180068
2021-04-10,10.889602540230674
2021-04-11,0.0
2021-04-12,0.0
2021-04-13,13.811203221755978
2021-04-14,4.780801115223223
2021-04-15,9.561602230446447
2021-04-16,4.780801115223223
2021-04-17,5.57760130109376
2021-04-18,0.0
2021-04-19,9.030402106532755
2021-04-20,4.515201053266377
2021-04-21,4.780801115223223
2021-04-22,9.2960021684896
2021-04-23,0.0
2021-04-24,0.0
2021-04-25,16.73280390328128
2021-04-26,4.515201053266377
2021-04-27,0.0
2021-04-28,0.0
2021-04-29,0.0
2021-04-30,4.780801115223223
2021-05-01,5.312001239136914
2021-05-02,0.0
2021-05-03,0.0
2021-05-04,17.26400402719497
2021-05-05,4.515201053266377
2021-05-06,4.515201053266377
2021-05-07,4.515201053266377
2021-05-08,5.57760130109376
2021-05-09,5.843201363050605
2021-05-10,4.515201053266377
2021-05-11,0.0
2021-05-12,9.2960021684896
2021-05-13,5.312001239136914
2021-05-14,20.185604708720273
2021-05-15,15.936003717410742
2021-05-16,5.046401177180068
2021-05-17,0.0
2021-05-18,0.0
2021-05-19,4.515201053266377
2021-05-20,14.342403345669668
2021-05-21,0.0
2021-05-22,0.0
2021-05-23,10.624002478273828
2021-05-24,5.312001239136914
2021-05-25,0.0
2021-05-26,0.0
2021-05-27,13.811203221755978
2021-05-28,0.0
2021-05-29,0.0
2021-05-30,8.822461808416287
2021-05-31,12.617738044758978
