date,/m/0m7pl_0,/m/0m7pl,batch_id
2020-05-05,5.0,5.0,1
2020-05-06,27.0,27.0,1
2020-05-07,33.0,33.0,1
2020-05-08,20.0,20.0,1
2020-05-09,14.0,14.0,1
2020-05-10,36.0,36.0,1
2020-05-11,27.0,27.0,1
2020-05-12,12.0,12.0,1
2020-05-13,32.0,32.0,1
2020-05-14,22.0,22.0,1
2020-05-15,5.0,5.0,1
2020-05-16,0.0,0.0,1
2020-05-17,9.0,9.0,1
2020-05-18,5.0,5.0,1
2020-05-19,13.0,13.0,1
2020-05-20,8.0,8.0,1
2020-05-21,5.0,5.0,1
2020-05-22,8.0,8.0,1
2020-05-23,3.0,3.0,1
2020-05-24,0.0,0.0,1
2020-05-25,0.0,0.0,1
2020-05-26,3.0,3.0,1
2020-05-27,3.0,3.0,1
2020-05-28,3.0,3.0,1
2020-05-29,6.0,6.0,1
2020-05-30,13.0,13.0,1
2020-05-31,3.0,3.0,1
2020-06-01,0.0,0.0,1
2020-06-02,3.0,3.0,1
2020-06-03,5.0,5.0,1
2020-06-04,5.0,5.0,1
2020-06-05,3.0,3.0,1
2020-06-06,3.0,3.0,1
2020-06-07,3.0,3.0,1
2020-06-08,5.0,5.0,1
2020-06-09,5.0,5.0,1
2020-06-10,0.0,0.0,1
2020-06-11,5.0,5.0,1
2020-06-12,11.0,11.0,1
2020-06-13,7.0,7.0,1
2020-06-14,3.0,3.0,1
2020-06-15,0.0,0.0,1
2020-06-16,10.0,10.0,1
2020-06-17,3.0,3.0,1
2020-06-18,5.0,5.0,1
2020-06-19,0.0,0.0,1
2020-06-20,0.0,0.0,1
2020-06-21,3.0,3.0,1
2020-06-22,3.0,3.0,1
2020-06-23,6.0,6.0,1
2020-06-24,6.0,6.0,1
2020-06-25,3.0,3.0,1
2020-06-26,0.0,0.0,1
2020-06-27,10.0,10.0,1
2020-06-28,0.0,0.0,1
2020-06-29,3.0,3.0,1
2020-06-30,17.0,17.0,1
2020-07-01,3.0,3.0,1
2020-07-02,6.0,6.0,1
2020-07-03,3.0,3.0,1
2020-07-04,4.0,4.0,1
2020-07-05,7.0,7.0,1
2020-07-06,6.0,6.0,1
2020-07-07,6.0,6.0,1
2020-07-08,0.0,0.0,1
2020-07-09,6.0,6.0,1
2020-07-10,3.0,3.0,1
2020-07-11,0.0,0.0,1
2020-07-12,3.0,3.0,1
2020-07-13,6.0,6.0,1
2020-07-14,3.0,3.0,1
2020-07-15,0.0,0.0,1
2020-07-16,3.0,3.0,1
2020-07-17,6.0,6.0,1
2020-07-18,0.0,0.0,1
2020-07-19,0.0,0.0,1
2020-07-20,3.0,3.0,1
2020-07-21,3.0,3.0,1
2020-07-22,3.0,3.0,1
2020-07-23,0.0,0.0,1
2020-07-24,0.0,0.0,1
2020-07-25,15.0,15.0,1
2020-07-26,4.0,4.0,1
2020-07-27,12.0,12.0,1
2020-07-28,6.0,6.0,1
2020-07-29,9.0,9.0,1
2020-07-30,0.0,0.0,1
2020-07-31,10.0,10.0,1
2020-08-01,4.0,4.0,1
2020-08-02,4.0,4.0,1
2020-08-03,9.0,9.0,1
2020-08-04,9.0,9.0,1
2020-08-05,3.0,3.0,1
2020-08-06,0.0,0.0,1
2020-08-07,0.0,0.0,1
2020-08-08,7.0,7.0,1
2020-08-09,7.0,7.0,1
2020-08-10,15.0,15.0,1
2020-08-11,21.0,21.0,1
2020-08-12,13.0,13.0,1
2020-08-13,6.0,6.0,1
2020-08-14,6.0,6.0,1
2020-08-15,7.0,7.0,1
2020-08-16,4.0,4.0,1
2020-08-17,25.0,25.0,1
2020-08-18,3.0,3.0,1
2020-08-19,3.0,3.0,1
2020-08-20,6.0,6.0,1
2020-08-21,0.0,0.0,1
2020-08-22,4.0,4.0,1
2020-08-23,7.0,7.0,1
2020-08-24,15.0,15.0,1
2020-08-25,28.0,28.0,1
2020-08-26,10.0,10.0,1
2020-08-27,3.0,3.0,1
2020-08-28,6.0,6.0,1
2020-08-29,3.0,3.0,1
2020-08-30,7.0,7.0,1
2020-08-31,9.0,9.0,1
2020-09-01,21.0,21.0,1
2020-09-02,3.0,3.0,1
2020-09-03,3.0,3.0,1
2020-09-04,9.0,9.0,1
2020-09-05,4.0,4.0,1
2020-09-06,14.0,14.0,1
2020-09-07,6.0,6.0,1
2020-09-08,12.0,12.0,1
2020-09-09,15.0,15.0,1
2020-09-10,6.0,6.0,1
2020-09-11,9.0,9.0,1
2020-09-12,7.0,7.0,1
2020-09-13,14.0,14.0,1
2020-09-14,6.0,6.0,1
2020-09-15,9.0,9.0,1
2020-09-16,9.0,9.0,1
2020-09-17,6.0,6.0,1
2020-09-18,3.0,3.0,1
2020-09-19,13.0,13.0,1
2020-09-20,10.0,10.0,1
2020-09-21,11.0,11.0,1
2020-09-22,14.0,14.0,1
2020-09-23,9.0,9.0,1
2020-09-24,6.0,6.0,1
2020-09-25,12.0,12.0,1
2020-09-26,7.0,7.0,1
2020-09-27,13.0,13.0,1
2020-09-28,3.0,3.0,1
2020-09-29,17.0,17.0,1
2020-09-30,14.0,14.0,1
2020-10-01,6.0,6.0,1
2020-10-02,12.0,12.0,1
2020-10-03,7.0,7.0,1
2020-10-04,3.0,3.0,1
2020-10-05,9.0,9.0,1
2020-10-06,6.0,6.0,1
2020-10-07,12.0,12.0,1
2020-10-08,9.0,9.0,1
2020-10-09,13.0,13.0,1
2020-10-10,4.0,4.0,1
2020-10-11,7.0,7.0,1
2020-10-12,11.0,11.0,1
2020-10-13,6.0,6.0,1
2020-10-14,6.0,6.0,1
2020-10-15,10.0,10.0,1
2020-10-16,10.0,10.0,1
2020-10-17,15.0,15.0,1
2020-10-18,21.0,21.0,1
2020-10-19,6.0,6.0,1
2020-10-20,3.0,3.0,1
2020-10-21,12.0,12.0,1
2020-10-22,21.0,21.0,1
2020-10-23,10.0,10.0,1
2020-10-24,10.0,10.0,1
2020-10-25,13.0,13.0,1
2020-10-26,18.0,18.0,1
2020-10-27,9.0,9.0,1
2020-09-28,2.0,2.0,2
2020-09-29,5.0,5.0,2
2020-09-30,7.0,7.0,2
2020-10-01,2.0,2.0,2
2020-10-02,7.0,7.0,2
2020-10-03,3.0,3.0,2
2020-10-04,8.0,8.0,2
2020-10-05,5.0,5.0,2
2020-10-06,7.0,7.0,2
2020-10-07,7.0,7.0,2
2020-10-08,5.0,5.0,2
2020-10-09,14.0,14.0,2
2020-10-10,3.0,3.0,2
2020-10-11,3.0,3.0,2
2020-10-12,21.0,21.0,2
2020-10-13,10.0,10.0,2
2020-10-14,3.0,3.0,2
2020-10-15,8.0,8.0,2
2020-10-16,6.0,6.0,2
2020-10-17,15.0,15.0,2
2020-10-18,9.0,9.0,2
2020-10-19,3.0,3.0,2
2020-10-20,2.0,2.0,2
2020-10-21,5.0,5.0,2
2020-10-22,23.0,23.0,2
2020-10-23,11.0,11.0,2
2020-10-24,17.0,17.0,2
2020-10-25,16.0,16.0,2
2020-10-26,12.0,12.0,2
2020-10-27,15.0,15.0,2
2020-10-28,20.0,20.0,2
2020-10-29,13.0,13.0,2
2020-10-30,3.0,3.0,2
2020-10-31,12.0,12.0,2
2020-11-01,9.0,9.0,2
2020-11-02,0.0,0.0,2
2020-11-03,17.0,17.0,2
2020-11-04,16.0,16.0,2
2020-11-05,12.0,12.0,2
2020-11-06,7.0,7.0,2
2020-11-07,13.0,13.0,2
2020-11-08,11.0,11.0,2
2020-11-09,10.0,10.0,2
2020-11-10,3.0,3.0,2
2020-11-11,2.0,2.0,2
2020-11-12,3.0,3.0,2
2020-11-13,8.0,8.0,2
2020-11-14,6.0,6.0,2
2020-11-15,0.0,0.0,2
2020-11-16,10.0,10.0,2
2020-11-17,2.0,2.0,2
2020-11-18,8.0,8.0,2
2020-11-19,15.0,15.0,2
2020-11-20,5.0,5.0,2
2020-11-21,3.0,3.0,2
2020-11-22,6.0,6.0,2
2020-11-23,5.0,5.0,2
2020-11-24,5.0,5.0,2
2020-11-25,82.0,82.0,2
2020-11-26,12.0,12.0,2
2020-11-27,41.0,41.0,2
2020-11-28,22.0,22.0,2
2020-11-29,8.0,8.0,2
2020-11-30,2.0,2.0,2
2020-12-01,10.0,10.0,2
2020-12-02,5.0,5.0,2
2020-12-03,8.0,8.0,2
2020-12-04,3.0,3.0,2
2020-12-05,3.0,3.0,2
2020-12-06,8.0,8.0,2
2020-12-07,0.0,0.0,2
2020-12-08,5.0,5.0,2
2020-12-09,2.0,2.0,2
2020-12-10,12.0,12.0,2
2020-12-11,3.0,3.0,2
2020-12-12,6.0,6.0,2
2020-12-13,0.0,0.0,2
2020-12-14,2.0,2.0,2
2020-12-15,0.0,0.0,2
2020-12-16,18.0,18.0,2
2020-12-17,3.0,3.0,2
2020-12-18,5.0,5.0,2
2020-12-19,3.0,3.0,2
2020-12-20,3.0,3.0,2
2020-12-21,5.0,5.0,2
2020-12-22,0.0,0.0,2
2020-12-23,6.0,6.0,2
2020-12-24,3.0,3.0,2
2020-12-25,10.0,10.0,2
2020-12-26,6.0,6.0,2
2020-12-27,14.0,14.0,2
2020-12-28,13.0,13.0,2
2020-12-29,0.0,0.0,2
2020-12-30,0.0,0.0,2
2020-12-31,3.0,3.0,2
2021-01-01,12.0,12.0,2
2021-01-02,3.0,3.0,2
2021-01-03,8.0,8.0,2
2021-01-04,0.0,0.0,2
2021-01-05,11.0,11.0,2
2021-01-06,8.0,8.0,2
2021-01-07,2.0,2.0,2
2021-01-08,7.0,7.0,2
2021-01-09,11.0,11.0,2
2021-01-10,11.0,11.0,2
2021-01-11,7.0,7.0,2
2021-01-12,8.0,8.0,2
2021-01-13,5.0,5.0,2
2021-01-14,21.0,21.0,2
2021-01-15,10.0,10.0,2
2021-01-16,18.0,18.0,2
2021-01-17,3.0,3.0,2
2021-01-18,13.0,13.0,2
2021-01-19,15.0,15.0,2
2021-01-20,9.0,9.0,2
2021-01-21,7.0,7.0,2
2021-01-22,5.0,5.0,2
2021-01-23,11.0,11.0,2
2021-01-24,14.0,14.0,2
2021-01-25,10.0,10.0,2
2021-01-26,22.0,22.0,2
2021-01-27,15.0,15.0,2
2021-01-28,8.0,8.0,2
2021-01-29,5.0,5.0,2
2021-01-30,11.0,11.0,2
2021-01-31,11.0,11.0,2
2021-02-01,7.0,7.0,2
2021-02-02,10.0,10.0,2
2021-02-03,7.0,7.0,2
2021-02-04,5.0,5.0,2
2021-02-05,3.0,3.0,2
2021-02-06,5.0,5.0,2
2021-02-07,5.0,5.0,2
2021-02-08,12.0,12.0,2
2021-02-09,10.0,10.0,2
2021-02-10,5.0,5.0,2
2021-02-11,3.0,3.0,2
2021-02-12,3.0,3.0,2
2021-02-13,12.0,12.0,2
2021-02-14,3.0,3.0,2
2021-02-15,5.0,5.0,2
2021-02-16,3.0,3.0,2
2021-02-17,13.0,13.0,2
2021-02-18,5.0,5.0,2
2021-02-19,0.0,0.0,2
2021-02-20,6.0,6.0,2
2021-02-21,0.0,0.0,2
2021-02-22,0.0,0.0,2
2021-02-23,5.0,5.0,2
2021-02-24,3.0,3.0,2
2021-02-25,10.0,10.0,2
2021-02-26,0.0,0.0,2
2021-02-27,6.0,6.0,2
2021-02-28,3.0,3.0,2
2021-03-01,2.0,2.0,2
2021-03-02,3.0,3.0,2
2021-03-03,2.0,2.0,2
2021-03-04,8.0,8.0,2
2021-03-05,0.0,0.0,2
2021-03-06,0.0,0.0,2
2021-03-07,8.0,8.0,2
2021-03-08,0.0,0.0,2
2021-03-09,5.0,5.0,2
2021-03-10,5.0,5.0,2
2021-03-11,0.0,0.0,2
2021-03-12,3.0,3.0,2
2021-03-13,9.0,9.0,2
2021-03-14,3.0,3.0,2
2021-03-15,2.0,2.0,2
2021-03-16,2.0,2.0,2
2021-03-17,0.0,0.0,2
2021-03-18,5.0,5.0,2
2021-03-19,0.0,0.0,2
2021-03-20,0.0,0.0,2
2021-03-21,3.0,3.0,2
2021-03-22,8.0,8.0,2
2021-03-23,3.0,3.0,2
2021-03-24,0.0,0.0,2
2021-03-25,3.0,3.0,2
2021-03-26,0.0,0.0,2
2021-03-27,0.0,0.0,2
2021-03-28,3.0,3.0,2
2021-03-29,3.0,3.0,2
2021-03-30,11.0,11.0,2
2021-03-31,3.0,3.0,2
2021-04-01,0.0,0.0,2
2021-04-02,9.0,9.0,2
2021-04-03,0.0,0.0,2
2021-04-04,0.0,0.0,2
2021-04-05,5.0,5.0,2
2021-04-06,18.0,18.0,2
2021-04-07,8.0,8.0,2
2021-04-08,5.0,5.0,2
2021-04-09,8.0,8.0,2
2021-04-10,0.0,0.0,2
2021-04-11,8.0,8.0,2
2021-04-12,5.0,5.0,2
2021-04-13,3.0,3.0,2
2021-04-14,0.0,0.0,2
2021-04-15,3.0,3.0,2
2021-04-16,100.0,100.0,2
2021-04-17,9.0,9.0,2
2021-04-18,6.0,6.0,2
2021-04-19,5.0,5.0,2
2021-04-20,3.0,3.0,2
2021-04-21,0.0,0.0,2
2021-04-22,0.0,0.0,2
2021-04-23,0.0,0.0,2
2021-04-24,3.0,3.0,2
2021-04-25,0.0,0.0,2
2021-04-26,2.0,2.0,2
2021-04-27,5.0,5.0,2
2021-04-28,2.0,2.0,2
2021-04-29,3.0,3.0,2
2021-04-30,5.0,5.0,2
2021-05-01,0.0,0.0,2
2021-05-02,0.0,0.0,2
2021-05-03,10.0,10.0,2
2021-05-04,2.0,2.0,2
2021-05-05,3.0,3.0,2
2021-05-06,3.0,3.0,2
2021-05-07,8.0,8.0,2
2021-05-08,0.0,0.0,2
2021-05-09,0.0,0.0,2
2021-05-10,0.0,0.0,2
2021-05-11,5.0,5.0,2
2021-05-12,0.0,0.0,2
2021-05-13,3.0,3.0,2
2021-05-14,6.0,6.0,2
