date,/m/05sfr2_0,/m/05sfr2,batch_id
2020-04-26,5.0,5.0,1
2020-04-27,4.0,4.0,1
2020-04-28,8.0,8.0,1
2020-04-29,4.0,4.0,1
2020-04-30,4.0,4.0,1
2020-05-01,4.0,4.0,1
2020-05-02,5.0,5.0,1
2020-05-03,6.0,6.0,1
2020-05-04,3.0,3.0,1
2020-05-05,2.0,2.0,1
2020-05-06,6.0,6.0,1
2020-05-07,4.0,4.0,1
2020-05-08,0.0,0.0,1
2020-05-09,3.0,3.0,1
2020-05-10,8.0,8.0,1
2020-05-11,10.0,10.0,1
2020-05-12,1.0,1.0,1
2020-05-13,8.0,8.0,1
2020-05-14,7.0,7.0,1
2020-05-15,9.0,9.0,1
2020-05-16,3.0,3.0,1
2020-05-17,7.0,7.0,1
2020-05-18,3.0,3.0,1
2020-05-19,5.0,5.0,1
2020-05-20,7.0,7.0,1
2020-05-21,0.0,0.0,1
2020-05-22,1.0,1.0,1
2020-05-23,6.0,6.0,1
2020-05-24,3.0,3.0,1
2020-05-25,4.0,4.0,1
2020-05-26,4.0,4.0,1
2020-05-27,6.0,6.0,1
2020-05-28,5.0,5.0,1
2020-05-29,3.0,3.0,1
2020-05-30,3.0,3.0,1
2020-05-31,7.0,7.0,1
2020-06-01,3.0,3.0,1
2020-06-02,6.0,6.0,1
2020-06-03,1.0,1.0,1
2020-06-04,1.0,1.0,1
2020-06-05,4.0,4.0,1
2020-06-06,3.0,3.0,1
2020-06-07,2.0,2.0,1
2020-06-08,5.0,5.0,1
2020-06-09,1.0,1.0,1
2020-06-10,4.0,4.0,1
2020-06-11,4.0,4.0,1
2020-06-12,3.0,3.0,1
2020-06-13,0.0,0.0,1
2020-06-14,2.0,2.0,1
2020-06-15,0.0,0.0,1
2020-06-16,1.0,1.0,1
2020-06-17,3.0,3.0,1
2020-06-18,1.0,1.0,1
2020-06-19,6.0,6.0,1
2020-06-20,0.0,0.0,1
2020-06-21,3.0,3.0,1
2020-06-22,0.0,0.0,1
2020-06-23,1.0,1.0,1
2020-06-24,2.0,2.0,1
2020-06-25,1.0,1.0,1
2020-06-26,1.0,1.0,1
2020-06-27,3.0,3.0,1
2020-06-28,1.0,1.0,1
2020-06-29,4.0,4.0,1
2020-06-30,1.0,1.0,1
2020-07-01,0.0,0.0,1
2020-07-02,3.0,3.0,1
2020-07-03,3.0,3.0,1
2020-07-04,3.0,3.0,1
2020-07-05,2.0,2.0,1
2020-07-06,4.0,4.0,1
2020-07-07,6.0,6.0,1
2020-07-08,3.0,3.0,1
2020-07-09,0.0,0.0,1
2020-07-10,0.0,0.0,1
2020-07-11,5.0,5.0,1
2020-07-12,2.0,2.0,1
2020-07-13,5.0,5.0,1
2020-07-14,2.0,2.0,1
2020-07-15,1.0,1.0,1
2020-07-16,7.0,7.0,1
2020-07-17,2.0,2.0,1
2020-07-18,2.0,2.0,1
2020-07-19,11.0,11.0,1
2020-07-20,6.0,6.0,1
2020-07-21,2.0,2.0,1
2020-07-22,6.0,6.0,1
2020-07-23,3.0,3.0,1
2020-07-24,3.0,3.0,1
2020-07-25,2.0,2.0,1
2020-07-26,2.0,2.0,1
2020-07-27,3.0,3.0,1
2020-07-28,8.0,8.0,1
2020-07-29,5.0,5.0,1
2020-07-30,3.0,3.0,1
2020-07-31,2.0,2.0,1
2020-08-01,7.0,7.0,1
2020-08-02,0.0,0.0,1
2020-08-03,6.0,6.0,1
2020-08-04,0.0,0.0,1
2020-08-05,0.0,0.0,1
2020-08-06,0.0,0.0,1
2020-08-07,2.0,2.0,1
2020-08-08,5.0,5.0,1
2020-08-09,4.0,4.0,1
2020-08-10,5.0,5.0,1
2020-08-11,3.0,3.0,1
2020-08-12,4.0,4.0,1
2020-08-13,6.0,6.0,1
2020-08-14,3.0,3.0,1
2020-08-15,0.0,0.0,1
2020-08-16,5.0,5.0,1
2020-08-17,3.0,3.0,1
2020-08-18,2.0,2.0,1
2020-08-19,2.0,2.0,1
2020-08-20,2.0,2.0,1
2020-08-21,2.0,2.0,1
2020-08-22,4.0,4.0,1
2020-08-23,0.0,0.0,1
2020-08-24,9.0,9.0,1
2020-08-25,6.0,6.0,1
2020-08-26,6.0,6.0,1
2020-08-27,2.0,2.0,1
2020-08-28,6.0,6.0,1
2020-08-29,8.0,8.0,1
2020-08-30,8.0,8.0,1
2020-08-31,3.0,3.0,1
2020-09-01,8.0,8.0,1
2020-09-02,5.0,5.0,1
2020-09-03,2.0,2.0,1
2020-09-04,5.0,5.0,1
2020-09-05,12.0,12.0,1
2020-09-06,7.0,7.0,1
2020-09-07,3.0,3.0,1
2020-09-08,9.0,9.0,1
2020-09-09,7.0,7.0,1
2020-09-10,9.0,9.0,1
2020-09-11,8.0,8.0,1
2020-09-12,14.0,14.0,1
2020-09-13,13.0,13.0,1
2020-09-14,13.0,13.0,1
2020-09-15,15.0,15.0,1
2020-09-16,9.0,9.0,1
2020-09-17,10.0,10.0,1
2020-09-18,11.0,11.0,1
2020-09-19,10.0,10.0,1
2020-09-20,13.0,13.0,1
2020-09-21,11.0,11.0,1
2020-09-22,6.0,6.0,1
2020-09-23,10.0,10.0,1
2020-09-24,9.0,9.0,1
2020-09-25,8.0,8.0,1
2020-09-26,14.0,14.0,1
2020-09-27,5.0,5.0,1
2020-09-28,11.0,11.0,1
2020-09-29,8.0,8.0,1
2020-09-30,6.0,6.0,1
2020-10-01,8.0,8.0,1
2020-10-02,11.0,11.0,1
2020-10-03,5.0,5.0,1
2020-10-04,16.0,16.0,1
2020-10-05,7.0,7.0,1
2020-10-06,6.0,6.0,1
2020-10-07,18.0,18.0,1
2020-10-08,8.0,8.0,1
2020-10-09,8.0,8.0,1
2020-10-10,16.0,16.0,1
2020-10-11,13.0,13.0,1
2020-10-12,16.0,16.0,1
2020-10-13,25.0,25.0,1
2020-10-14,22.0,22.0,1
2020-10-15,18.0,18.0,1
2020-10-16,20.0,20.0,1
2020-10-17,20.0,20.0,1
2020-10-18,22.0,22.0,1
2020-10-19,24.0,24.0,1
2020-10-20,19.0,19.0,1
2020-10-21,25.0,25.0,1
2020-10-22,13.0,13.0,1
2020-10-23,21.0,21.0,1
2020-10-24,16.0,16.0,1
2020-10-25,31.0,31.0,1
2020-10-26,16.0,16.0,1
2020-10-27,24.0,24.0,1
2020-09-28,29.0,29.0,2
2020-09-29,44.0,44.0,2
2020-09-30,19.0,19.0,2
2020-10-01,19.0,19.0,2
2020-10-02,48.0,48.0,2
2020-10-03,21.0,21.0,2
2020-10-04,15.0,15.0,2
2020-10-05,28.0,28.0,2
2020-10-06,33.0,33.0,2
2020-10-07,38.0,38.0,2
2020-10-08,44.0,44.0,2
2020-10-09,47.0,47.0,2
2020-10-10,62.0,62.0,2
2020-10-11,47.0,47.0,2
2020-10-12,25.0,25.0,2
2020-10-13,50.0,50.0,2
2020-10-14,24.0,24.0,2
2020-10-15,41.0,41.0,2
2020-10-16,58.0,58.0,2
2020-10-17,86.0,86.0,2
2020-10-18,41.0,41.0,2
2020-10-19,46.0,46.0,2
2020-10-20,59.0,59.0,2
2020-10-21,44.0,44.0,2
2020-10-22,56.0,56.0,2
2020-10-23,71.0,71.0,2
2020-10-24,60.0,60.0,2
2020-10-25,100.0,100.0,2
2020-10-26,68.0,68.0,2
2020-10-27,77.0,77.0,2
2020-10-28,64.0,64.0,2
2020-10-29,48.0,48.0,2
2020-10-30,72.0,72.0,2
2020-10-31,76.0,76.0,2
2020-11-01,67.0,67.0,2
2020-11-02,78.0,78.0,2
2020-11-03,50.0,50.0,2
2020-11-04,70.0,70.0,2
2020-11-05,52.0,52.0,2
2020-11-06,72.0,72.0,2
2020-11-07,41.0,41.0,2
2020-11-08,51.0,51.0,2
2020-11-09,32.0,32.0,2
2020-11-10,32.0,32.0,2
2020-11-11,49.0,49.0,2
2020-11-12,37.0,37.0,2
2020-11-13,14.0,14.0,2
2020-11-14,19.0,19.0,2
2020-11-15,33.0,33.0,2
2020-11-16,5.0,5.0,2
2020-11-17,32.0,32.0,2
2020-11-18,18.0,18.0,2
2020-11-19,32.0,32.0,2
2020-11-20,75.0,75.0,2
2020-11-21,19.0,19.0,2
2020-11-22,24.0,24.0,2
2020-11-23,19.0,19.0,2
2020-11-24,18.0,18.0,2
2020-11-25,31.0,31.0,2
2020-11-26,14.0,14.0,2
2020-11-27,14.0,14.0,2
2020-11-28,19.0,19.0,2
2020-11-29,14.0,14.0,2
2020-11-30,4.0,4.0,2
2020-12-01,9.0,9.0,2
2020-12-02,0.0,0.0,2
2020-12-03,5.0,5.0,2
2020-12-04,23.0,23.0,2
2020-12-05,28.0,28.0,2
2020-12-06,28.0,28.0,2
2020-12-07,9.0,9.0,2
2020-12-08,33.0,33.0,2
2020-12-09,18.0,18.0,2
2020-12-10,9.0,9.0,2
2020-12-11,14.0,14.0,2
2020-12-12,24.0,24.0,2
2020-12-13,10.0,10.0,2
2020-12-14,14.0,14.0,2
2020-12-15,24.0,24.0,2
2020-12-16,24.0,24.0,2
2020-12-17,25.0,25.0,2
2020-12-18,31.0,31.0,2
2020-12-19,26.0,26.0,2
2020-12-20,43.0,43.0,2
2020-12-21,10.0,10.0,2
2020-12-22,5.0,5.0,2
2020-12-23,21.0,21.0,2
2020-12-24,18.0,18.0,2
2020-12-25,26.0,26.0,2
2020-12-26,24.0,24.0,2
2020-12-27,43.0,43.0,2
2020-12-28,25.0,25.0,2
2020-12-29,26.0,26.0,2
2020-12-30,16.0,16.0,2
2020-12-31,0.0,0.0,2
2021-01-01,6.0,6.0,2
2021-01-02,33.0,33.0,2
2021-01-03,26.0,26.0,2
2021-01-04,19.0,19.0,2
2021-01-05,24.0,24.0,2
2021-01-06,29.0,29.0,2
2021-01-07,14.0,14.0,2
2021-01-08,10.0,10.0,2
2021-01-09,16.0,16.0,2
2021-01-10,5.0,5.0,2
2021-01-11,19.0,19.0,2
2021-01-12,15.0,15.0,2
2021-01-13,24.0,24.0,2
2021-01-14,34.0,34.0,2
2021-01-15,25.0,25.0,2
2021-01-16,11.0,11.0,2
2021-01-17,5.0,5.0,2
2021-01-18,19.0,19.0,2
2021-01-19,24.0,24.0,2
2021-01-20,14.0,14.0,2
2021-01-21,24.0,24.0,2
2021-01-22,15.0,15.0,2
2021-01-23,46.0,46.0,2
2021-01-24,31.0,31.0,2
2021-01-25,28.0,28.0,2
2021-01-26,10.0,10.0,2
2021-01-27,24.0,24.0,2
2021-01-28,24.0,24.0,2
2021-01-29,25.0,25.0,2
2021-01-30,31.0,31.0,2
2021-01-31,15.0,15.0,2
2021-02-01,19.0,19.0,2
2021-02-02,52.0,52.0,2
2021-02-03,23.0,23.0,2
2021-02-04,10.0,10.0,2
2021-02-05,10.0,10.0,2
2021-02-06,41.0,41.0,2
2021-02-07,30.0,30.0,2
2021-02-08,19.0,19.0,2
2021-02-09,5.0,5.0,2
2021-02-10,28.0,28.0,2
2021-02-11,5.0,5.0,2
2021-02-12,25.0,25.0,2
2021-02-13,21.0,21.0,2
2021-02-14,11.0,11.0,2
2021-02-15,5.0,5.0,2
2021-02-16,43.0,43.0,2
2021-02-17,15.0,15.0,2
2021-02-18,20.0,20.0,2
2021-02-19,20.0,20.0,2
2021-02-20,11.0,11.0,2
2021-02-21,17.0,17.0,2
2021-02-22,23.0,23.0,2
2021-02-23,15.0,15.0,2
2021-02-24,20.0,20.0,2
2021-02-25,21.0,21.0,2
2021-02-26,15.0,15.0,2
2021-02-27,22.0,22.0,2
2021-02-28,22.0,22.0,2
2021-03-01,20.0,20.0,2
2021-03-02,15.0,15.0,2
2021-03-03,10.0,10.0,2
2021-03-04,29.0,29.0,2
2021-03-05,25.0,25.0,2
2021-03-06,22.0,22.0,2
2021-03-07,16.0,16.0,2
2021-03-08,24.0,24.0,2
2021-03-09,0.0,0.0,2
2021-03-10,33.0,33.0,2
2021-03-11,19.0,19.0,2
2021-03-12,10.0,10.0,2
2021-03-13,10.0,10.0,2
2021-03-14,25.0,25.0,2
2021-03-15,30.0,30.0,2
2021-03-16,22.0,22.0,2
2021-03-17,38.0,38.0,2
2021-03-18,24.0,24.0,2
2021-03-19,20.0,20.0,2
2021-03-20,10.0,10.0,2
2021-03-21,26.0,26.0,2
2021-03-22,5.0,5.0,2
2021-03-23,15.0,15.0,2
2021-03-24,15.0,15.0,2
2021-03-25,35.0,35.0,2
2021-03-26,30.0,30.0,2
2021-03-27,5.0,5.0,2
2021-03-28,11.0,11.0,2
2021-03-29,25.0,25.0,2
2021-03-30,20.0,20.0,2
2021-03-31,58.0,58.0,2
2021-04-01,35.0,35.0,2
2021-04-02,36.0,36.0,2
2021-04-03,22.0,22.0,2
2021-04-04,17.0,17.0,2
2021-04-05,10.0,10.0,2
2021-04-06,13.0,13.0,2
2021-04-07,22.0,22.0,2
2021-04-08,23.0,23.0,2
2021-04-09,5.0,5.0,2
2021-04-10,20.0,20.0,2
2021-04-11,31.0,31.0,2
2021-04-12,33.0,33.0,2
2021-04-13,43.0,43.0,2
2021-04-14,19.0,19.0,2
2021-04-15,20.0,20.0,2
2021-04-16,30.0,30.0,2
2021-04-17,32.0,32.0,2
2021-04-18,27.0,27.0,2
2021-04-19,20.0,20.0,2
2021-04-20,24.0,24.0,2
2021-04-21,24.0,24.0,2
2021-04-22,35.0,35.0,2
2021-04-23,5.0,5.0,2
2021-04-24,34.0,34.0,2
2021-04-25,27.0,27.0,2
2021-04-26,23.0,23.0,2
2021-04-27,36.0,36.0,2
2021-04-28,22.0,22.0,2
2021-04-29,41.0,41.0,2
2021-04-30,14.0,14.0,2
2021-05-01,29.0,29.0,2
2021-05-02,15.0,15.0,2
2021-05-03,0.0,0.0,2
2021-05-04,18.0,18.0,2
2021-05-05,23.0,23.0,2
2021-05-06,14.0,14.0,2
2021-05-07,35.0,35.0,2
2021-05-08,5.0,5.0,2
2021-05-09,16.0,16.0,2
2021-05-10,27.0,27.0,2
2021-05-11,4.0,4.0,2
2021-05-12,10.0,10.0,2
2021-05-13,5.0,5.0,2
2021-05-14,21.0,21.0,2
