date,/m/0m7pl_0,/m/0m7pl,batch_id
2020-04-26,5.0,5.0,1
2020-04-27,4.0,4.0,1
2020-04-28,2.0,2.0,1
2020-04-29,8.0,8.0,1
2020-04-30,2.0,2.0,1
2020-05-01,4.0,4.0,1
2020-05-02,0.0,0.0,1
2020-05-03,2.0,2.0,1
2020-05-04,0.0,0.0,1
2020-05-05,4.0,4.0,1
2020-05-06,2.0,2.0,1
2020-05-07,2.0,2.0,1
2020-05-08,2.0,2.0,1
2020-05-09,0.0,0.0,1
2020-05-10,4.0,4.0,1
2020-05-11,2.0,2.0,1
2020-05-12,0.0,0.0,1
2020-05-13,8.0,8.0,1
2020-05-14,0.0,0.0,1
2020-05-15,2.0,2.0,1
2020-05-16,2.0,2.0,1
2020-05-17,0.0,0.0,1
2020-05-18,4.0,4.0,1
2020-05-19,2.0,2.0,1
2020-05-20,2.0,2.0,1
2020-05-21,0.0,0.0,1
2020-05-22,0.0,0.0,1
2020-05-23,2.0,2.0,1
2020-05-24,0.0,0.0,1
2020-05-25,2.0,2.0,1
2020-05-26,2.0,2.0,1
2020-05-27,2.0,2.0,1
2020-05-28,2.0,2.0,1
2020-05-29,0.0,0.0,1
2020-05-30,0.0,0.0,1
2020-05-31,2.0,2.0,1
2020-06-01,2.0,2.0,1
2020-06-02,2.0,2.0,1
2020-06-03,2.0,2.0,1
2020-06-04,0.0,0.0,1
2020-06-05,0.0,0.0,1
2020-06-06,2.0,2.0,1
2020-06-07,0.0,0.0,1
2020-06-08,0.0,0.0,1
2020-06-09,0.0,0.0,1
2020-06-10,2.0,2.0,1
2020-06-11,0.0,0.0,1
2020-06-12,0.0,0.0,1
2020-06-13,0.0,0.0,1
2020-06-14,0.0,0.0,1
2020-06-15,2.0,2.0,1
2020-06-16,2.0,2.0,1
2020-06-17,0.0,0.0,1
2020-06-18,0.0,0.0,1
2020-06-19,0.0,0.0,1
2020-06-20,2.0,2.0,1
2020-06-21,0.0,0.0,1
2020-06-22,0.0,0.0,1
2020-06-23,0.0,0.0,1
2020-06-24,6.0,6.0,1
2020-06-25,0.0,0.0,1
2020-06-26,0.0,0.0,1
2020-06-27,2.0,2.0,1
2020-06-28,0.0,0.0,1
2020-06-29,0.0,0.0,1
2020-06-30,0.0,0.0,1
2020-07-01,4.0,4.0,1
2020-07-02,0.0,0.0,1
2020-07-03,2.0,2.0,1
2020-07-04,2.0,2.0,1
2020-07-05,5.0,5.0,1
2020-07-06,2.0,2.0,1
2020-07-07,2.0,2.0,1
2020-07-08,0.0,0.0,1
2020-07-09,0.0,0.0,1
2020-07-10,2.0,2.0,1
2020-07-11,0.0,0.0,1
2020-07-12,0.0,0.0,1
2020-07-13,2.0,2.0,1
2020-07-14,0.0,0.0,1
2020-07-15,0.0,0.0,1
2020-07-16,0.0,0.0,1
2020-07-17,2.0,2.0,1
2020-07-18,3.0,3.0,1
2020-07-19,0.0,0.0,1
2020-07-20,6.0,6.0,1
2020-07-21,2.0,2.0,1
2020-07-22,2.0,2.0,1
2020-07-23,7.0,7.0,1
2020-07-24,0.0,0.0,1
2020-07-25,0.0,0.0,1
2020-07-26,0.0,0.0,1
2020-07-27,2.0,2.0,1
2020-07-28,7.0,7.0,1
2020-07-29,2.0,2.0,1
2020-07-30,2.0,2.0,1
2020-07-31,2.0,2.0,1
2020-08-01,9.0,9.0,1
2020-08-02,0.0,0.0,1
2020-08-03,0.0,0.0,1
2020-08-04,5.0,5.0,1
2020-08-05,0.0,0.0,1
2020-08-06,0.0,0.0,1
2020-08-07,0.0,0.0,1
2020-08-08,0.0,0.0,1
2020-08-09,3.0,3.0,1
2020-08-10,0.0,0.0,1
2020-08-11,0.0,0.0,1
2020-08-12,2.0,2.0,1
2020-08-13,0.0,0.0,1
2020-08-14,0.0,0.0,1
2020-08-15,3.0,3.0,1
2020-08-16,0.0,0.0,1
2020-08-17,0.0,0.0,1
2020-08-18,2.0,2.0,1
2020-08-19,5.0,5.0,1
2020-08-20,0.0,0.0,1
2020-08-21,0.0,0.0,1
2020-08-22,3.0,3.0,1
2020-08-23,3.0,3.0,1
2020-08-24,2.0,2.0,1
2020-08-25,0.0,0.0,1
2020-08-26,5.0,5.0,1
2020-08-27,4.0,4.0,1
2020-08-28,0.0,0.0,1
2020-08-29,3.0,3.0,1
2020-08-30,0.0,0.0,1
2020-08-31,6.0,6.0,1
2020-09-01,2.0,2.0,1
2020-09-02,0.0,0.0,1
2020-09-03,0.0,0.0,1
2020-09-04,2.0,2.0,1
2020-09-05,0.0,0.0,1
2020-09-06,2.0,2.0,1
2020-09-07,4.0,4.0,1
2020-09-08,4.0,4.0,1
2020-09-09,4.0,4.0,1
2020-09-10,2.0,2.0,1
2020-09-11,2.0,2.0,1
2020-09-12,0.0,0.0,1
2020-09-13,7.0,7.0,1
2020-09-14,6.0,6.0,1
2020-09-15,2.0,2.0,1
2020-09-16,8.0,8.0,1
2020-09-17,12.0,12.0,1
2020-09-18,8.0,8.0,1
2020-09-19,5.0,5.0,1
2020-09-20,12.0,12.0,1
2020-09-21,2.0,2.0,1
2020-09-22,6.0,6.0,1
2020-09-23,4.0,4.0,1
2020-09-24,10.0,10.0,1
2020-09-25,6.0,6.0,1
2020-09-26,5.0,5.0,1
2020-09-27,5.0,5.0,1
2020-09-28,6.0,6.0,1
2020-09-29,12.0,12.0,1
2020-09-30,6.0,6.0,1
2020-10-01,8.0,8.0,1
2020-10-02,2.0,2.0,1
2020-10-03,12.0,12.0,1
2020-10-04,9.0,9.0,1
2020-10-05,2.0,2.0,1
2020-10-06,6.0,6.0,1
2020-10-07,2.0,2.0,1
2020-10-08,2.0,2.0,1
2020-10-09,4.0,4.0,1
2020-10-10,8.0,8.0,1
2020-10-11,5.0,5.0,1
2020-10-12,2.0,2.0,1
2020-10-13,8.0,8.0,1
2020-10-14,8.0,8.0,1
2020-10-15,7.0,7.0,1
2020-10-16,5.0,5.0,1
2020-10-17,5.0,5.0,1
2020-10-18,11.0,11.0,1
2020-10-19,2.0,2.0,1
2020-10-20,0.0,0.0,1
2020-10-21,0.0,0.0,1
2020-10-22,9.0,9.0,1
2020-10-23,9.0,9.0,1
2020-10-24,3.0,3.0,1
2020-10-25,20.0,20.0,1
2020-10-26,4.0,4.0,1
2020-10-27,6.0,6.0,1
2020-09-28,12.0,12.0,2
2020-09-29,86.0,86.0,2
2020-09-30,60.0,60.0,2
2020-10-01,12.0,12.0,2
2020-10-02,26.0,26.0,2
2020-10-03,15.0,15.0,2
2020-10-04,42.0,42.0,2
2020-10-05,61.0,61.0,2
2020-10-06,0.0,0.0,2
2020-10-07,38.0,38.0,2
2020-10-08,37.0,37.0,2
2020-10-09,27.0,27.0,2
2020-10-10,31.0,31.0,2
2020-10-11,45.0,45.0,2
2020-10-12,13.0,13.0,2
2020-10-13,77.0,77.0,2
2020-10-14,26.0,26.0,2
2020-10-15,27.0,27.0,2
2020-10-16,0.0,0.0,2
2020-10-17,16.0,16.0,2
2020-10-18,100.0,100.0,2
2020-10-19,14.0,14.0,2
2020-10-20,40.0,40.0,2
2020-10-21,27.0,27.0,2
2020-10-22,55.0,55.0,2
2020-10-23,43.0,43.0,2
2020-10-24,16.0,16.0,2
2020-10-25,93.0,93.0,2
2020-10-26,41.0,41.0,2
2020-10-27,65.0,65.0,2
2020-10-28,13.0,13.0,2
2020-10-29,38.0,38.0,2
2020-10-30,25.0,25.0,2
2020-10-31,28.0,28.0,2
2020-11-01,57.0,57.0,2
2020-11-02,50.0,50.0,2
2020-11-03,38.0,38.0,2
2020-11-04,11.0,11.0,2
2020-11-05,0.0,0.0,2
2020-11-06,37.0,37.0,2
2020-11-07,27.0,27.0,2
2020-11-08,28.0,28.0,2
2020-11-09,13.0,13.0,2
2020-11-10,52.0,52.0,2
2020-11-11,40.0,40.0,2
2020-11-12,38.0,38.0,2
2020-11-13,26.0,26.0,2
2020-11-14,71.0,71.0,2
2020-11-15,42.0,42.0,2
2020-11-16,13.0,13.0,2
2020-11-17,63.0,63.0,2
2020-11-18,0.0,0.0,2
2020-11-19,26.0,26.0,2
2020-11-20,26.0,26.0,2
2020-11-21,14.0,14.0,2
2020-11-22,14.0,14.0,2
2020-11-23,13.0,13.0,2
2020-11-24,0.0,0.0,2
2020-11-25,37.0,37.0,2
2020-11-26,0.0,0.0,2
2020-11-27,25.0,25.0,2
2020-11-28,41.0,41.0,2
2020-11-29,0.0,0.0,2
2020-11-30,13.0,13.0,2
2020-12-01,25.0,25.0,2
2020-12-02,12.0,12.0,2
2020-12-03,0.0,0.0,2
2020-12-04,12.0,12.0,2
2020-12-05,14.0,14.0,2
2020-12-06,0.0,0.0,2
2020-12-07,12.0,12.0,2
2020-12-08,12.0,12.0,2
2020-12-09,12.0,12.0,2
2020-12-10,12.0,12.0,2
2020-12-11,26.0,26.0,2
2020-12-12,0.0,0.0,2
2020-12-13,14.0,14.0,2
2020-12-14,13.0,13.0,2
2020-12-15,0.0,0.0,2
2020-12-16,52.0,52.0,2
2020-12-17,0.0,0.0,2
2020-12-18,0.0,0.0,2
2020-12-19,46.0,46.0,2
2020-12-20,16.0,16.0,2
2020-12-21,0.0,0.0,2
2020-12-22,14.0,14.0,2
2020-12-23,0.0,0.0,2
2020-12-24,18.0,18.0,2
2020-12-25,20.0,20.0,2
2020-12-26,19.0,19.0,2
2020-12-27,0.0,0.0,2
2020-12-28,16.0,16.0,2
2020-12-29,0.0,0.0,2
2020-12-30,0.0,0.0,2
2020-12-31,17.0,17.0,2
2021-01-01,18.0,18.0,2
2021-01-02,0.0,0.0,2
2021-01-03,32.0,32.0,2
2021-01-04,13.0,13.0,2
2021-01-05,0.0,0.0,2
2021-01-06,0.0,0.0,2
2021-01-07,13.0,13.0,2
2021-01-08,41.0,41.0,2
2021-01-09,0.0,0.0,2
2021-01-10,0.0,0.0,2
2021-01-11,13.0,13.0,2
2021-01-12,40.0,40.0,2
2021-01-13,13.0,13.0,2
2021-01-14,0.0,0.0,2
2021-01-15,14.0,14.0,2
2021-01-16,15.0,15.0,2
2021-01-17,30.0,30.0,2
2021-01-18,26.0,26.0,2
2021-01-19,26.0,26.0,2
2021-01-20,13.0,13.0,2
2021-01-21,0.0,0.0,2
2021-01-22,13.0,13.0,2
2021-01-23,30.0,30.0,2
2021-01-24,15.0,15.0,2
2021-01-25,52.0,52.0,2
2021-01-26,0.0,0.0,2
2021-01-27,0.0,0.0,2
2021-01-28,0.0,0.0,2
2021-01-29,0.0,0.0,2
2021-01-30,30.0,30.0,2
2021-01-31,0.0,0.0,2
2021-02-01,26.0,26.0,2
2021-02-02,0.0,0.0,2
2021-02-03,0.0,0.0,2
2021-02-04,13.0,13.0,2
2021-02-05,40.0,40.0,2
2021-02-06,29.0,29.0,2
2021-02-07,44.0,44.0,2
2021-02-08,39.0,39.0,2
2021-02-09,13.0,13.0,2
2021-02-10,13.0,13.0,2
2021-02-11,0.0,0.0,2
2021-02-12,0.0,0.0,2
2021-02-13,0.0,0.0,2
2021-02-14,0.0,0.0,2
2021-02-15,14.0,14.0,2
2021-02-16,0.0,0.0,2
2021-02-17,27.0,27.0,2
2021-02-18,28.0,28.0,2
2021-02-19,0.0,0.0,2
2021-02-20,0.0,0.0,2
2021-02-21,0.0,0.0,2
2021-02-22,14.0,14.0,2
2021-02-23,14.0,14.0,2
2021-02-24,14.0,14.0,2
2021-02-25,14.0,14.0,2
2021-02-26,29.0,29.0,2
2021-02-27,17.0,17.0,2
2021-02-28,0.0,0.0,2
2021-03-01,13.0,13.0,2
2021-03-02,13.0,13.0,2
2021-03-03,26.0,26.0,2
2021-03-04,0.0,0.0,2
2021-03-05,54.0,54.0,2
2021-03-06,16.0,16.0,2
2021-03-07,0.0,0.0,2
2021-03-08,0.0,0.0,2
2021-03-09,26.0,26.0,2
2021-03-10,0.0,0.0,2
2021-03-11,13.0,13.0,2
2021-03-12,14.0,14.0,2
2021-03-13,30.0,30.0,2
2021-03-14,0.0,0.0,2
2021-03-15,21.0,21.0,2
2021-03-16,23.0,23.0,2
2021-03-17,13.0,13.0,2
2021-03-18,0.0,0.0,2
2021-03-19,40.0,40.0,2
2021-03-20,14.0,14.0,2
2021-03-21,30.0,30.0,2
2021-03-22,26.0,26.0,2
2021-03-23,13.0,13.0,2
2021-03-24,13.0,13.0,2
2021-03-25,39.0,39.0,2
2021-03-26,0.0,0.0,2
2021-03-27,45.0,45.0,2
2021-03-28,16.0,16.0,2
2021-03-29,39.0,39.0,2
2021-03-30,27.0,27.0,2
2021-03-31,13.0,13.0,2
2021-04-01,13.0,13.0,2
2021-04-02,28.0,28.0,2
2021-04-03,0.0,0.0,2
2021-04-04,16.0,16.0,2
2021-04-05,15.0,15.0,2
2021-04-06,24.0,24.0,2
2021-04-07,0.0,0.0,2
2021-04-08,50.0,50.0,2
2021-04-09,13.0,13.0,2
2021-04-10,0.0,0.0,2
2021-04-11,30.0,30.0,2
2021-04-12,26.0,26.0,2
2021-04-13,0.0,0.0,2
2021-04-14,27.0,27.0,2
2021-04-15,14.0,14.0,2
2021-04-16,0.0,0.0,2
2021-04-17,16.0,16.0,2
2021-04-18,16.0,16.0,2
2021-04-19,27.0,27.0,2
2021-04-20,27.0,27.0,2
2021-04-21,41.0,41.0,2
2021-04-22,28.0,28.0,2
2021-04-23,0.0,0.0,2
2021-04-24,0.0,0.0,2
2021-04-25,16.0,16.0,2
2021-04-26,26.0,26.0,2
2021-04-27,0.0,0.0,2
2021-04-28,12.0,12.0,2
2021-04-29,38.0,38.0,2
2021-04-30,13.0,13.0,2
2021-05-01,28.0,28.0,2
2021-05-02,15.0,15.0,2
2021-05-03,0.0,0.0,2
2021-05-04,0.0,0.0,2
2021-05-05,13.0,13.0,2
2021-05-06,38.0,38.0,2
2021-05-07,41.0,41.0,2
2021-05-08,15.0,15.0,2
2021-05-09,15.0,15.0,2
2021-05-10,13.0,13.0,2
2021-05-11,13.0,13.0,2
2021-05-12,0.0,0.0,2
2021-05-13,31.0,31.0,2
2021-05-14,0.0,0.0,2
