date,/m/0m7pl_0,/m/0m7pl,batch_id
2020-04-26,6.0,6.0,1
2020-04-27,3.0,3.0,1
2020-04-28,4.0,4.0,1
2020-04-29,1.0,1.0,1
2020-04-30,2.0,2.0,1
2020-05-01,2.0,2.0,1
2020-05-02,2.0,2.0,1
2020-05-03,8.0,8.0,1
2020-05-04,4.0,4.0,1
2020-05-05,0.0,0.0,1
2020-05-06,5.0,5.0,1
2020-05-07,1.0,1.0,1
2020-05-08,4.0,4.0,1
2020-05-09,1.0,1.0,1
2020-05-10,3.0,3.0,1
2020-05-11,5.0,5.0,1
2020-05-12,1.0,1.0,1
2020-05-13,2.0,2.0,1
2020-05-14,5.0,5.0,1
2020-05-15,3.0,3.0,1
2020-05-16,2.0,2.0,1
2020-05-17,2.0,2.0,1
2020-05-18,100.0,100.0,1
2020-05-19,16.0,16.0,1
2020-05-20,5.0,5.0,1
2020-05-21,5.0,5.0,1
2020-05-22,4.0,4.0,1
2020-05-23,4.0,4.0,1
2020-05-24,1.0,1.0,1
2020-05-25,1.0,1.0,1
2020-05-26,5.0,5.0,1
2020-05-27,3.0,3.0,1
2020-05-28,3.0,3.0,1
2020-05-29,4.0,4.0,1
2020-05-30,1.0,1.0,1
2020-05-31,5.0,5.0,1
2020-06-01,3.0,3.0,1
2020-06-02,1.0,1.0,1
2020-06-03,4.0,4.0,1
2020-06-04,1.0,1.0,1
2020-06-05,1.0,1.0,1
2020-06-06,3.0,3.0,1
2020-06-07,4.0,4.0,1
2020-06-08,5.0,5.0,1
2020-06-09,4.0,4.0,1
2020-06-10,5.0,5.0,1
2020-06-11,3.0,3.0,1
2020-06-12,1.0,1.0,1
2020-06-13,5.0,5.0,1
2020-06-14,1.0,1.0,1
2020-06-15,3.0,3.0,1
2020-06-16,5.0,5.0,1
2020-06-17,2.0,2.0,1
2020-06-18,2.0,2.0,1
2020-06-19,2.0,2.0,1
2020-06-20,1.0,1.0,1
2020-06-21,4.0,4.0,1
2020-06-22,1.0,1.0,1
2020-06-23,2.0,2.0,1
2020-06-24,2.0,2.0,1
2020-06-25,0.0,0.0,1
2020-06-26,6.0,6.0,1
2020-06-27,8.0,8.0,1
2020-06-28,3.0,3.0,1
2020-06-29,3.0,3.0,1
2020-06-30,1.0,1.0,1
2020-07-01,2.0,2.0,1
2020-07-02,2.0,2.0,1
2020-07-03,2.0,2.0,1
2020-07-04,2.0,2.0,1
2020-07-05,4.0,4.0,1
2020-07-06,0.0,0.0,1
2020-07-07,1.0,1.0,1
2020-07-08,2.0,2.0,1
2020-07-09,2.0,2.0,1
2020-07-10,3.0,3.0,1
2020-07-11,1.0,1.0,1
2020-07-12,4.0,4.0,1
2020-07-13,2.0,2.0,1
2020-07-14,3.0,3.0,1
2020-07-15,4.0,4.0,1
2020-07-16,1.0,1.0,1
2020-07-17,5.0,5.0,1
2020-07-18,3.0,3.0,1
2020-07-19,5.0,5.0,1
2020-07-20,2.0,2.0,1
2020-07-21,2.0,2.0,1
2020-07-22,1.0,1.0,1
2020-07-23,2.0,2.0,1
2020-07-24,2.0,2.0,1
2020-07-25,1.0,1.0,1
2020-07-26,1.0,1.0,1
2020-07-27,1.0,1.0,1
2020-07-28,2.0,2.0,1
2020-07-29,1.0,1.0,1
2020-07-30,2.0,2.0,1
2020-07-31,2.0,2.0,1
2020-08-01,3.0,3.0,1
2020-08-02,3.0,3.0,1
2020-08-03,3.0,3.0,1
2020-08-04,1.0,1.0,1
2020-08-05,2.0,2.0,1
2020-08-06,2.0,2.0,1
2020-08-07,0.0,0.0,1
2020-08-08,4.0,4.0,1
2020-08-09,0.0,0.0,1
2020-08-10,0.0,0.0,1
2020-08-11,2.0,2.0,1
2020-08-12,3.0,3.0,1
2020-08-13,1.0,1.0,1
2020-08-14,1.0,1.0,1
2020-08-15,2.0,2.0,1
2020-08-16,1.0,1.0,1
2020-08-17,3.0,3.0,1
2020-08-18,5.0,5.0,1
2020-08-19,5.0,5.0,1
2020-08-20,2.0,2.0,1
2020-08-21,2.0,2.0,1
2020-08-22,2.0,2.0,1
2020-08-23,2.0,2.0,1
2020-08-24,5.0,5.0,1
2020-08-25,1.0,1.0,1
2020-08-26,1.0,1.0,1
2020-08-27,2.0,2.0,1
2020-08-28,4.0,4.0,1
2020-08-29,2.0,2.0,1
2020-08-30,1.0,1.0,1
2020-08-31,2.0,2.0,1
2020-09-01,3.0,3.0,1
2020-09-02,3.0,3.0,1
2020-09-03,2.0,2.0,1
2020-09-04,3.0,3.0,1
2020-09-05,3.0,3.0,1
2020-09-06,2.0,2.0,1
2020-09-07,1.0,1.0,1
2020-09-08,2.0,2.0,1
2020-09-09,0.0,0.0,1
2020-09-10,5.0,5.0,1
2020-09-11,3.0,3.0,1
2020-09-12,2.0,2.0,1
2020-09-13,4.0,4.0,1
2020-09-14,4.0,4.0,1
2020-09-15,2.0,2.0,1
2020-09-16,5.0,5.0,1
2020-09-17,4.0,4.0,1
2020-09-18,4.0,4.0,1
2020-09-19,2.0,2.0,1
2020-09-20,2.0,2.0,1
2020-09-21,2.0,2.0,1
2020-09-22,4.0,4.0,1
2020-09-23,5.0,5.0,1
2020-09-24,2.0,2.0,1
2020-09-25,4.0,4.0,1
2020-09-26,4.0,4.0,1
2020-09-27,4.0,4.0,1
2020-09-28,5.0,5.0,1
2020-09-29,2.0,2.0,1
2020-09-30,4.0,4.0,1
2020-10-01,1.0,1.0,1
2020-10-02,7.0,7.0,1
2020-10-03,5.0,5.0,1
2020-10-04,8.0,8.0,1
2020-10-05,5.0,5.0,1
2020-10-06,5.0,5.0,1
2020-10-07,6.0,6.0,1
2020-10-08,4.0,4.0,1
2020-10-09,3.0,3.0,1
2020-10-10,5.0,5.0,1
2020-10-11,3.0,3.0,1
2020-10-12,5.0,5.0,1
2020-10-13,6.0,6.0,1
2020-10-14,4.0,4.0,1
2020-10-15,4.0,4.0,1
2020-10-16,5.0,5.0,1
2020-10-17,5.0,5.0,1
2020-10-18,5.0,5.0,1
2020-10-19,5.0,5.0,1
2020-10-20,3.0,3.0,1
2020-10-21,4.0,4.0,1
2020-10-22,7.0,7.0,1
2020-10-23,7.0,7.0,1
2020-10-24,6.0,6.0,1
2020-10-25,3.0,3.0,1
2020-10-26,5.0,5.0,1
2020-10-27,3.0,3.0,1
2020-09-28,40.0,40.0,2
2020-09-29,32.0,32.0,2
2020-09-30,39.0,39.0,2
2020-10-01,24.0,24.0,2
2020-10-02,16.0,16.0,2
2020-10-03,72.0,72.0,2
2020-10-04,48.0,48.0,2
2020-10-05,38.0,38.0,2
2020-10-06,62.0,62.0,2
2020-10-07,8.0,8.0,2
2020-10-08,71.0,71.0,2
2020-10-09,43.0,43.0,2
2020-10-10,72.0,72.0,2
2020-10-11,72.0,72.0,2
2020-10-12,32.0,32.0,2
2020-10-13,50.0,50.0,2
2020-10-14,34.0,34.0,2
2020-10-15,34.0,34.0,2
2020-10-16,17.0,17.0,2
2020-10-17,44.0,44.0,2
2020-10-18,26.0,26.0,2
2020-10-19,50.0,50.0,2
2020-10-20,17.0,17.0,2
2020-10-21,32.0,32.0,2
2020-10-22,60.0,60.0,2
2020-10-23,25.0,25.0,2
2020-10-24,25.0,25.0,2
2020-10-25,26.0,26.0,2
2020-10-26,57.0,57.0,2
2020-10-27,40.0,40.0,2
2020-10-28,41.0,41.0,2
2020-10-29,40.0,40.0,2
2020-10-30,84.0,84.0,2
2020-10-31,25.0,25.0,2
2020-11-01,34.0,34.0,2
2020-11-02,41.0,41.0,2
2020-11-03,40.0,40.0,2
2020-11-04,54.0,54.0,2
2020-11-05,23.0,23.0,2
2020-11-06,31.0,31.0,2
2020-11-07,39.0,39.0,2
2020-11-08,56.0,56.0,2
2020-11-09,47.0,47.0,2
2020-11-10,40.0,40.0,2
2020-11-11,56.0,56.0,2
2020-11-12,32.0,32.0,2
2020-11-13,41.0,41.0,2
2020-11-14,32.0,32.0,2
2020-11-15,32.0,32.0,2
2020-11-16,39.0,39.0,2
2020-11-17,16.0,16.0,2
2020-11-18,32.0,32.0,2
2020-11-19,16.0,16.0,2
2020-11-20,48.0,48.0,2
2020-11-21,24.0,24.0,2
2020-11-22,33.0,33.0,2
2020-11-23,32.0,32.0,2
2020-11-24,55.0,55.0,2
2020-11-25,78.0,78.0,2
2020-11-26,38.0,38.0,2
2020-11-27,31.0,31.0,2
2020-11-28,24.0,24.0,2
2020-11-29,32.0,32.0,2
2020-11-30,38.0,38.0,2
2020-12-01,24.0,24.0,2
2020-12-02,40.0,40.0,2
2020-12-03,32.0,32.0,2
2020-12-04,25.0,25.0,2
2020-12-05,35.0,35.0,2
2020-12-06,8.0,8.0,2
2020-12-07,24.0,24.0,2
2020-12-08,16.0,16.0,2
2020-12-09,58.0,58.0,2
2020-12-10,58.0,58.0,2
2020-12-11,33.0,33.0,2
2020-12-12,26.0,26.0,2
2020-12-13,17.0,17.0,2
2020-12-14,24.0,24.0,2
2020-12-15,42.0,42.0,2
2020-12-16,58.0,58.0,2
2020-12-17,42.0,42.0,2
2020-12-18,52.0,52.0,2
2020-12-19,69.0,69.0,2
2020-12-20,53.0,53.0,2
2020-12-21,43.0,43.0,2
2020-12-22,18.0,18.0,2
2020-12-23,36.0,36.0,2
2020-12-24,60.0,60.0,2
2020-12-25,23.0,23.0,2
2020-12-26,52.0,52.0,2
2020-12-27,100.0,100.0,2
2020-12-28,66.0,66.0,2
2020-12-29,41.0,41.0,2
2020-12-30,48.0,48.0,2
2020-12-31,61.0,61.0,2
2021-01-01,43.0,43.0,2
2021-01-02,25.0,25.0,2
2021-01-03,68.0,68.0,2
2021-01-04,38.0,38.0,2
2021-01-05,47.0,47.0,2
2021-01-06,63.0,63.0,2
2021-01-07,15.0,15.0,2
2021-01-08,46.0,46.0,2
2021-01-09,67.0,67.0,2
2021-01-10,93.0,93.0,2
2021-01-11,38.0,38.0,2
2021-01-12,8.0,8.0,2
2021-01-13,31.0,31.0,2
2021-01-14,77.0,77.0,2
2021-01-15,39.0,39.0,2
2021-01-16,8.0,8.0,2
2021-01-17,34.0,34.0,2
2021-01-18,31.0,31.0,2
2021-01-19,15.0,15.0,2
2021-01-20,15.0,15.0,2
2021-01-21,23.0,23.0,2
2021-01-22,55.0,55.0,2
2021-01-23,25.0,25.0,2
2021-01-24,34.0,34.0,2
2021-01-25,15.0,15.0,2
2021-01-26,23.0,23.0,2
2021-01-27,31.0,31.0,2
2021-01-28,16.0,16.0,2
2021-01-29,31.0,31.0,2
2021-01-30,8.0,8.0,2
2021-01-31,17.0,17.0,2
2021-02-01,15.0,15.0,2
2021-02-02,23.0,23.0,2
2021-02-03,23.0,23.0,2
2021-02-04,16.0,16.0,2
2021-02-05,8.0,8.0,2
2021-02-06,8.0,8.0,2
2021-02-07,25.0,25.0,2
2021-02-08,15.0,15.0,2
2021-02-09,16.0,16.0,2
2021-02-10,55.0,55.0,2
2021-02-11,40.0,40.0,2
2021-02-12,33.0,33.0,2
2021-02-13,34.0,34.0,2
2021-02-14,9.0,9.0,2
2021-02-15,8.0,8.0,2
2021-02-16,33.0,33.0,2
2021-02-17,33.0,33.0,2
2021-02-18,41.0,41.0,2
2021-02-19,25.0,25.0,2
2021-02-20,17.0,17.0,2
2021-02-21,9.0,9.0,2
2021-02-22,15.0,15.0,2
2021-02-23,8.0,8.0,2
2021-02-24,16.0,16.0,2
2021-02-25,8.0,8.0,2
2021-02-26,8.0,8.0,2
2021-02-27,9.0,9.0,2
2021-02-28,17.0,17.0,2
2021-03-01,16.0,16.0,2
2021-03-02,16.0,16.0,2
2021-03-03,0.0,0.0,2
2021-03-04,16.0,16.0,2
2021-03-05,8.0,8.0,2
2021-03-06,0.0,0.0,2
2021-03-07,36.0,36.0,2
2021-03-08,8.0,8.0,2
2021-03-09,17.0,17.0,2
2021-03-10,8.0,8.0,2
2021-03-11,33.0,33.0,2
2021-03-12,17.0,17.0,2
2021-03-13,9.0,9.0,2
2021-03-14,17.0,17.0,2
2021-03-15,14.0,14.0,2
2021-03-16,15.0,15.0,2
2021-03-17,8.0,8.0,2
2021-03-18,8.0,8.0,2
2021-03-19,34.0,34.0,2
2021-03-20,0.0,0.0,2
2021-03-21,26.0,26.0,2
2021-03-22,0.0,0.0,2
2021-03-23,25.0,25.0,2
2021-03-24,8.0,8.0,2
2021-03-25,8.0,8.0,2
2021-03-26,8.0,8.0,2
2021-03-27,0.0,0.0,2
2021-03-28,0.0,0.0,2
2021-03-29,0.0,0.0,2
2021-03-30,28.0,28.0,2
2021-03-31,9.0,9.0,2
2021-04-01,9.0,9.0,2
2021-04-02,19.0,19.0,2
2021-04-03,19.0,19.0,2
2021-04-04,10.0,10.0,2
2021-04-05,9.0,9.0,2
2021-04-06,8.0,8.0,2
2021-04-07,8.0,8.0,2
2021-04-08,17.0,17.0,2
2021-04-09,0.0,0.0,2
2021-04-10,0.0,0.0,2
2021-04-11,9.0,9.0,2
2021-04-12,26.0,26.0,2
2021-04-13,9.0,9.0,2
2021-04-14,17.0,17.0,2
2021-04-15,9.0,9.0,2
2021-04-16,0.0,0.0,2
2021-04-17,0.0,0.0,2
2021-04-18,9.0,9.0,2
2021-04-19,17.0,17.0,2
2021-04-20,9.0,9.0,2
2021-04-21,26.0,26.0,2
2021-04-22,36.0,36.0,2
2021-04-23,18.0,18.0,2
2021-04-24,0.0,0.0,2
2021-04-25,19.0,19.0,2
2021-04-26,25.0,25.0,2
2021-04-27,8.0,8.0,2
2021-04-28,8.0,8.0,2
2021-04-29,17.0,17.0,2
2021-04-30,17.0,17.0,2
2021-05-01,9.0,9.0,2
2021-05-02,9.0,9.0,2
2021-05-03,17.0,17.0,2
2021-05-04,24.0,24.0,2
2021-05-05,0.0,0.0,2
2021-05-06,17.0,17.0,2
2021-05-07,35.0,35.0,2
2021-05-08,8.0,8.0,2
2021-05-09,9.0,9.0,2
2021-05-10,0.0,0.0,2
2021-05-11,50.0,50.0,2
2021-05-12,8.0,8.0,2
2021-05-13,8.0,8.0,2
2021-05-14,0.0,0.0,2
