date,/m/05sfr2_0,/m/05sfr2,batch_id
2020-04-26,0.0,0.0,1
2020-04-27,11.0,11.0,1
2020-04-28,0.0,0.0,1
2020-04-29,34.0,34.0,1
2020-04-30,11.0,11.0,1
2020-05-01,38.0,38.0,1
2020-05-02,13.0,13.0,1
2020-05-03,13.0,13.0,1
2020-05-04,0.0,0.0,1
2020-05-05,0.0,0.0,1
2020-05-06,23.0,23.0,1
2020-05-07,12.0,12.0,1
2020-05-08,0.0,0.0,1
2020-05-09,0.0,0.0,1
2020-05-10,0.0,0.0,1
2020-05-11,11.0,11.0,1
2020-05-12,0.0,0.0,1
2020-05-13,0.0,0.0,1
2020-05-14,34.0,34.0,1
2020-05-15,0.0,0.0,1
2020-05-16,0.0,0.0,1
2020-05-17,0.0,0.0,1
2020-05-18,0.0,0.0,1
2020-05-19,22.0,22.0,1
2020-05-20,11.0,11.0,1
2020-05-21,0.0,0.0,1
2020-05-22,0.0,0.0,1
2020-05-23,29.0,29.0,1
2020-05-24,15.0,15.0,1
2020-05-25,0.0,0.0,1
2020-05-26,12.0,12.0,1
2020-05-27,0.0,0.0,1
2020-05-28,12.0,12.0,1
2020-05-29,0.0,0.0,1
2020-05-30,0.0,0.0,1
2020-05-31,0.0,0.0,1
2020-06-01,0.0,0.0,1
2020-06-02,14.0,14.0,1
2020-06-03,0.0,0.0,1
2020-06-04,0.0,0.0,1
2020-06-05,0.0,0.0,1
2020-06-06,14.0,14.0,1
2020-06-07,0.0,0.0,1
2020-06-08,0.0,0.0,1
2020-06-09,23.0,23.0,1
2020-06-10,0.0,0.0,1
2020-06-11,0.0,0.0,1
2020-06-12,0.0,0.0,1
2020-06-13,0.0,0.0,1
2020-06-14,15.0,15.0,1
2020-06-15,0.0,0.0,1
2020-06-16,0.0,0.0,1
2020-06-17,12.0,12.0,1
2020-06-18,0.0,0.0,1
2020-06-19,0.0,0.0,1
2020-06-20,15.0,15.0,1
2020-06-21,0.0,0.0,1
2020-06-22,0.0,0.0,1
2020-06-23,0.0,0.0,1
2020-06-24,0.0,0.0,1
2020-06-25,13.0,13.0,1
2020-06-26,0.0,0.0,1
2020-06-27,15.0,15.0,1
2020-06-28,0.0,0.0,1
2020-06-29,0.0,0.0,1
2020-06-30,0.0,0.0,1
2020-07-01,25.0,25.0,1
2020-07-02,13.0,13.0,1
2020-07-03,0.0,0.0,1
2020-07-04,0.0,0.0,1
2020-07-05,15.0,15.0,1
2020-07-06,0.0,0.0,1
2020-07-07,0.0,0.0,1
2020-07-08,0.0,0.0,1
2020-07-09,13.0,13.0,1
2020-07-10,0.0,0.0,1
2020-07-11,0.0,0.0,1
2020-07-12,0.0,0.0,1
2020-07-13,0.0,0.0,1
2020-07-14,0.0,0.0,1
2020-07-15,0.0,0.0,1
2020-07-16,26.0,26.0,1
2020-07-17,14.0,14.0,1
2020-07-18,0.0,0.0,1
2020-07-19,16.0,16.0,1
2020-07-20,0.0,0.0,1
2020-07-21,0.0,0.0,1
2020-07-22,0.0,0.0,1
2020-07-23,27.0,27.0,1
2020-07-24,0.0,0.0,1
2020-07-25,0.0,0.0,1
2020-07-26,0.0,0.0,1
2020-07-27,0.0,0.0,1
2020-07-28,0.0,0.0,1
2020-07-29,14.0,14.0,1
2020-07-30,14.0,14.0,1
2020-07-31,0.0,0.0,1
2020-08-01,0.0,0.0,1
2020-08-02,0.0,0.0,1
2020-08-03,13.0,13.0,1
2020-08-04,0.0,0.0,1
2020-08-05,0.0,0.0,1
2020-08-06,14.0,14.0,1
2020-08-07,14.0,14.0,1
2020-08-08,0.0,0.0,1
2020-08-09,17.0,17.0,1
2020-08-10,0.0,0.0,1
2020-08-11,0.0,0.0,1
2020-08-12,14.0,14.0,1
2020-08-13,0.0,0.0,1
2020-08-14,15.0,15.0,1
2020-08-15,0.0,0.0,1
2020-08-16,0.0,0.0,1
2020-08-17,0.0,0.0,1
2020-08-18,14.0,14.0,1
2020-08-19,0.0,0.0,1
2020-08-20,15.0,15.0,1
2020-08-21,14.0,14.0,1
2020-08-22,0.0,0.0,1
2020-08-23,0.0,0.0,1
2020-08-24,26.0,26.0,1
2020-08-25,13.0,13.0,1
2020-08-26,14.0,14.0,1
2020-08-27,0.0,0.0,1
2020-08-28,0.0,0.0,1
2020-08-29,0.0,0.0,1
2020-08-30,29.0,29.0,1
2020-08-31,12.0,12.0,1
2020-09-01,0.0,0.0,1
2020-09-02,0.0,0.0,1
2020-09-03,0.0,0.0,1
2020-09-04,13.0,13.0,1
2020-09-05,44.0,44.0,1
2020-09-06,0.0,0.0,1
2020-09-07,24.0,24.0,1
2020-09-08,12.0,12.0,1
2020-09-09,26.0,26.0,1
2020-09-10,13.0,13.0,1
2020-09-11,26.0,26.0,1
2020-09-12,15.0,15.0,1
2020-09-13,15.0,15.0,1
2020-09-14,0.0,0.0,1
2020-09-15,26.0,26.0,1
2020-09-16,26.0,26.0,1
2020-09-17,13.0,13.0,1
2020-09-18,0.0,0.0,1
2020-09-19,29.0,29.0,1
2020-09-20,28.0,28.0,1
2020-09-21,35.0,35.0,1
2020-09-22,11.0,11.0,1
2020-09-23,12.0,12.0,1
2020-09-24,0.0,0.0,1
2020-09-25,13.0,13.0,1
2020-09-26,29.0,29.0,1
2020-09-27,0.0,0.0,1
2020-09-28,26.0,26.0,1
2020-09-29,0.0,0.0,1
2020-09-30,0.0,0.0,1
2020-10-01,39.0,39.0,1
2020-10-02,13.0,13.0,1
2020-10-03,28.0,28.0,1
2020-10-04,0.0,0.0,1
2020-10-05,25.0,25.0,1
2020-10-06,26.0,26.0,1
2020-10-07,0.0,0.0,1
2020-10-08,0.0,0.0,1
2020-10-09,14.0,14.0,1
2020-10-10,16.0,16.0,1
2020-10-11,0.0,0.0,1
2020-10-12,13.0,13.0,1
2020-10-13,81.0,81.0,1
2020-10-14,54.0,54.0,1
2020-10-15,66.0,66.0,1
2020-10-16,28.0,28.0,1
2020-10-17,30.0,30.0,1
2020-10-18,46.0,46.0,1
2020-10-19,68.0,68.0,1
2020-10-20,14.0,14.0,1
2020-10-21,27.0,27.0,1
2020-10-22,41.0,41.0,1
2020-10-23,95.0,95.0,1
2020-10-24,72.0,72.0,1
2020-10-25,71.0,71.0,1
2020-10-26,25.0,25.0,1
2020-10-27,77.0,77.0,1
2020-09-28,36.0,36.0,2
2020-09-29,19.0,19.0,2
2020-09-30,0.0,0.0,2
2020-10-01,0.0,0.0,2
2020-10-02,27.0,27.0,2
2020-10-03,0.0,0.0,2
2020-10-04,0.0,0.0,2
2020-10-05,9.0,9.0,2
2020-10-06,9.0,9.0,2
2020-10-07,9.0,9.0,2
2020-10-08,0.0,0.0,2
2020-10-09,20.0,20.0,2
2020-10-10,11.0,11.0,2
2020-10-11,11.0,11.0,2
2020-10-12,47.0,47.0,2
2020-10-13,38.0,38.0,2
2020-10-14,47.0,47.0,2
2020-10-15,18.0,18.0,2
2020-10-16,0.0,0.0,2
2020-10-17,0.0,0.0,2
2020-10-18,21.0,21.0,2
2020-10-19,38.0,38.0,2
2020-10-20,19.0,19.0,2
2020-10-21,48.0,48.0,2
2020-10-22,29.0,29.0,2
2020-10-23,57.0,57.0,2
2020-10-24,100.0,100.0,2
2020-10-25,80.0,80.0,2
2020-10-26,54.0,54.0,2
2020-10-27,18.0,18.0,2
2020-10-28,55.0,55.0,2
2020-10-29,83.0,83.0,2
2020-10-30,96.0,96.0,2
2020-10-31,32.0,32.0,2
2020-11-01,31.0,31.0,2
2020-11-02,62.0,62.0,2
2020-11-03,26.0,26.0,2
2020-11-04,16.0,16.0,2
2020-11-05,60.0,60.0,2
2020-11-06,35.0,35.0,2
2020-11-07,79.0,79.0,2
2020-11-08,59.0,59.0,2
2020-11-09,88.0,88.0,2
2020-11-10,80.0,80.0,2
2020-11-11,35.0,35.0,2
2020-11-12,9.0,9.0,2
2020-11-13,54.0,54.0,2
2020-11-14,40.0,40.0,2
2020-11-15,30.0,30.0,2
2020-11-16,43.0,43.0,2
2020-11-17,27.0,27.0,2
2020-11-18,45.0,45.0,2
2020-11-19,27.0,27.0,2
2020-11-20,27.0,27.0,2
2020-11-21,0.0,0.0,2
2020-11-22,20.0,20.0,2
2020-11-23,36.0,36.0,2
2020-11-24,18.0,18.0,2
2020-11-25,26.0,26.0,2
2020-11-26,26.0,26.0,2
2020-11-27,9.0,9.0,2
2020-11-28,38.0,38.0,2
2020-11-29,19.0,19.0,2
2020-11-30,17.0,17.0,2
2020-12-01,35.0,35.0,2
2020-12-02,9.0,9.0,2
2020-12-03,9.0,9.0,2
2020-12-04,18.0,18.0,2
2020-12-05,10.0,10.0,2
2020-12-06,10.0,10.0,2
2020-12-07,18.0,18.0,2
2020-12-08,9.0,9.0,2
2020-12-09,9.0,9.0,2
2020-12-10,0.0,0.0,2
2020-12-11,9.0,9.0,2
2020-12-12,20.0,20.0,2
2020-12-13,0.0,0.0,2
2020-12-14,0.0,0.0,2
2020-12-15,18.0,18.0,2
2020-12-16,9.0,9.0,2
2020-12-17,0.0,0.0,2
2020-12-18,0.0,0.0,2
2020-12-19,21.0,21.0,2
2020-12-20,0.0,0.0,2
2020-12-21,19.0,19.0,2
2020-12-22,0.0,0.0,2
2020-12-23,10.0,10.0,2
2020-12-24,11.0,11.0,2
2020-12-25,0.0,0.0,2
2020-12-26,22.0,22.0,2
2020-12-27,30.0,30.0,2
2020-12-28,19.0,19.0,2
2020-12-29,28.0,28.0,2
2020-12-30,10.0,10.0,2
2020-12-31,0.0,0.0,2
2021-01-01,11.0,11.0,2
2021-01-02,20.0,20.0,2
2021-01-03,9.0,9.0,2
2021-01-04,9.0,9.0,2
2021-01-05,27.0,27.0,2
2021-01-06,0.0,0.0,2
2021-01-07,18.0,18.0,2
2021-01-08,74.0,74.0,2
2021-01-09,49.0,49.0,2
2021-01-10,29.0,29.0,2
2021-01-11,18.0,18.0,2
2021-01-12,18.0,18.0,2
2021-01-13,18.0,18.0,2
2021-01-14,9.0,9.0,2
2021-01-15,0.0,0.0,2
2021-01-16,21.0,21.0,2
2021-01-17,20.0,20.0,2
2021-01-18,9.0,9.0,2
2021-01-19,9.0,9.0,2
2021-01-20,0.0,0.0,2
2021-01-21,18.0,18.0,2
2021-01-22,9.0,9.0,2
2021-01-23,0.0,0.0,2
2021-01-24,20.0,20.0,2
2021-01-25,0.0,0.0,2
2021-01-26,0.0,0.0,2
2021-01-27,0.0,0.0,2
2021-01-28,9.0,9.0,2
2021-01-29,19.0,19.0,2
2021-01-30,0.0,0.0,2
2021-01-31,20.0,20.0,2
2021-02-01,9.0,9.0,2
2021-02-02,0.0,0.0,2
2021-02-03,9.0,9.0,2
2021-02-04,0.0,0.0,2
2021-02-05,10.0,10.0,2
2021-02-06,0.0,0.0,2
2021-02-07,10.0,10.0,2
2021-02-08,0.0,0.0,2
2021-02-09,18.0,18.0,2
2021-02-10,0.0,0.0,2
2021-02-11,19.0,19.0,2
2021-02-12,0.0,0.0,2
2021-02-13,10.0,10.0,2
2021-02-14,0.0,0.0,2
2021-02-15,19.0,19.0,2
2021-02-16,29.0,29.0,2
2021-02-17,9.0,9.0,2
2021-02-18,0.0,0.0,2
2021-02-19,19.0,19.0,2
2021-02-20,0.0,0.0,2
2021-02-21,32.0,32.0,2
2021-02-22,9.0,9.0,2
2021-02-23,0.0,0.0,2
2021-02-24,9.0,9.0,2
2021-02-25,38.0,38.0,2
2021-02-26,0.0,0.0,2
2021-02-27,0.0,0.0,2
2021-02-28,21.0,21.0,2
2021-03-01,0.0,0.0,2
2021-03-02,0.0,0.0,2
2021-03-03,9.0,9.0,2
2021-03-04,9.0,9.0,2
2021-03-05,9.0,9.0,2
2021-03-06,0.0,0.0,2
2021-03-07,10.0,10.0,2
2021-03-08,18.0,18.0,2
2021-03-09,26.0,26.0,2
2021-03-10,0.0,0.0,2
2021-03-11,27.0,27.0,2
2021-03-12,27.0,27.0,2
2021-03-13,10.0,10.0,2
2021-03-14,0.0,0.0,2
2021-03-15,7.0,7.0,2
2021-03-16,31.0,31.0,2
2021-03-17,18.0,18.0,2
2021-03-18,0.0,0.0,2
2021-03-19,18.0,18.0,2
2021-03-20,20.0,20.0,2
2021-03-21,30.0,30.0,2
2021-03-22,18.0,18.0,2
2021-03-23,26.0,26.0,2
2021-03-24,9.0,9.0,2
2021-03-25,19.0,19.0,2
2021-03-26,0.0,0.0,2
2021-03-27,21.0,21.0,2
2021-03-28,0.0,0.0,2
2021-03-29,28.0,28.0,2
2021-03-30,19.0,19.0,2
2021-03-31,0.0,0.0,2
2021-04-01,0.0,0.0,2
2021-04-02,21.0,21.0,2
2021-04-03,0.0,0.0,2
2021-04-04,24.0,24.0,2
2021-04-05,0.0,0.0,2
2021-04-06,9.0,9.0,2
2021-04-07,9.0,9.0,2
2021-04-08,0.0,0.0,2
2021-04-09,9.0,9.0,2
2021-04-10,10.0,10.0,2
2021-04-11,30.0,30.0,2
2021-04-12,9.0,9.0,2
2021-04-13,19.0,19.0,2
2021-04-14,9.0,9.0,2
2021-04-15,9.0,9.0,2
2021-04-16,9.0,9.0,2
2021-04-17,10.0,10.0,2
2021-04-18,30.0,30.0,2
2021-04-19,18.0,18.0,2
2021-04-20,19.0,19.0,2
2021-04-21,9.0,9.0,2
2021-04-22,0.0,0.0,2
2021-04-23,10.0,10.0,2
2021-04-24,0.0,0.0,2
2021-04-25,0.0,0.0,2
2021-04-26,9.0,9.0,2
2021-04-27,18.0,18.0,2
2021-04-28,9.0,9.0,2
2021-04-29,9.0,9.0,2
2021-04-30,10.0,10.0,2
2021-05-01,10.0,10.0,2
2021-05-02,0.0,0.0,2
2021-05-03,19.0,19.0,2
2021-05-04,9.0,9.0,2
2021-05-05,10.0,10.0,2
2021-05-06,0.0,0.0,2
2021-05-07,10.0,10.0,2
2021-05-08,22.0,22.0,2
2021-05-09,0.0,0.0,2
2021-05-10,9.0,9.0,2
2021-05-11,26.0,26.0,2
2021-05-12,18.0,18.0,2
2021-05-13,9.0,9.0,2
2021-05-14,0.0,0.0,2
